date,start_value,end_value,exact_pnl,delta_pnl,gamma_pnl,vega_pnl,theta_pnl,rho_pnl,explained_pnl,residual_pnl
2025-11-03,41872.183071368716,42370.5637448477,498.3806734789832,-318.42256621733685,89.9876298108591,839.9173516774317,-140.73827704296698,-0.7711092599254586,469.97302896806156,28.40764451092167
2025-11-04,42266.23278383292,42614.7359212909,348.5031374579776,-103.16018829235205,11.823280901830422,572.1255053587648,-142.2916860688226,3.1883978628747798,341.68530976229545,6.817827695682126
2025-11-05,42677.919110844494,41900.7880916383,-777.1310192061937,212.15021807345502,60.793885129659316,-947.8836572588486,-143.99508340008614,5.541926255741479,-813.392711200079,36.26169199388528
2025-11-06,42101.94680772197,43076.57613466325,974.6293269412781,-127.15677841222512,17.146954231816153,1205.3414871644934,-141.9355194061204,2.465549655150051,955.8616932331141,18.767633708164
2025-11-07,43113.62750570302,42406.68727000845,-706.940235694572,48.854972664249296,3.700806512946148,-623.1719355814877,-145.8493442957322,1.4508008656589746,-715.0146998343655,8.074464139793463
2025-11-10,42584.19280601776,41762.91678664887,-821.2760193688882,-26.99526891683846,0.9418968645839148,-653.2845258257173,-143.90458178566635,3.1249553136383743,-820.1175243499998,-1.1584950188884022
2025-11-11,41888.47009117814,40934.218181158634,-954.2519100195059,-480.1132331700226,253.30896616656455,-541.3785622327681,-141.45832579257248,-4.585374637129261,-914.226529665928,-40.02538035357793
2025-11-12,40614.823706176125,40524.84395799322,-89.97974818290822,106.03058458365489,10.480113409243332,-72.04666196761254,-136.79538549195848,-0.6076792009426545,-92.93902866761546,2.959280484707236
2025-11-13,40688.00950930705,42230.97047193609,1542.9609626290403,269.3808255591837,65.72686941964172,1399.396975981405,-136.98511456433877,0.10340647835742708,1597.6229628742487,-54.662000245208446
2025-11-14,42467.92685881005,43008.73433265874,540.8074738486903,-106.34933041390607,15.03884736941715,767.4651502846771,-143.44609317561316,-0.21194984670937456,532.4966242178657,8.310849630824578
2025-11-17,43047.44013189862,43508.1342721025,460.6941402038792,183.10158701857065,56.783108029726215,378.8989693567304,-145.6442288863939,-2.0777580048193585,471.061677513814,-10.36753730993479
2025-11-18,43796.023565094816,44064.72447592627,268.70091083145235,-97.03984113295174,17.690575843575022,490.3805057685532,-148.23769828691815,0.8689247597870936,263.6624669520454,5.038443879406941
2025-11-19,44075.81508816393,43655.91781222359,-419.8972759403405,113.38044366976615,29.008077698824376,-423.44119658631297,-149.3669945480639,-5.440647719159526,-435.8603174849459,15.963041544605403
2025-11-20,43916.998777075445,41400.74047977096,-2516.2582973044846,8.092182569367306,0.12220727017311045,-2394.3926481702574,-148.55406115314645,0.36820893303723407,-2534.3641105508264,18.105813246341768
2025-11-21,41545.186471220615,40579.643693048536,-965.5427781720791,305.9574037372978,86.53928637109935,-1288.434675356892,-139.79089911892618,0.534525367746157,-1035.1943589996747,69.65158082759558
2025-11-24,40672.52046239954,38464.01451831432,-2208.50594408522,54.54515294960369,1.993369939160927,-2161.210859050849,-136.4717429690049,-0.6647035028279588,-2241.808782633918,33.302838548697764
2025-11-25,38577.60011076801,37599.940491938345,-977.659618829668,462.92483169731827,89.23550970811708,-1498.2280553966123,-128.70013954662437,-0.26807455815352926,-1075.035928095955,97.37630926628685
2025-11-26,37450.12402215605,37091.95100274225,-358.1730194137999,-144.03976402774742,6.4412936131376055,-89.497149936783,-124.50320495983514,-5.152478544536122,-356.7513038557641,-1.421715558035828
2025-11-27,37258.45495364741,37050.44559429131,-208.00935935609596,-285.47985932817414,25.502874986445182,176.17317576835086,-123.99955158347053,-5.67745643499217,-213.48081659184078,5.471457235744822
2025-11-28,37236.39489235889,36344.45723629989,-891.9376560590026,608.398836688246,123.2319895587855,-1628.9588059059006,-124.15714931491368,-0.7326235464780659,-1022.2177525202609,130.28009646125827
2025-12-01,36016.35815557977,36273.74523342013,257.38707784035796,-184.7738558945325,8.412738932645775,546.3424654297617,-119.64016552478924,0.5554438922298682,250.89662683531554,6.4904510050424165
2025-12-02,36458.151679411014,36625.99054330176,167.83886389074905,-319.87493663582103,27.771088423299457,563.584045255856,-121.2560104236323,9.190861277532813,159.41504789723496,8.423815993514097
2025-12-03,36833.940254210174,37321.49813103613,487.5578768259584,621.0607682705249,113.11517808674785,-127.41208984127836,-122.45778757502751,-4.22526351347485,480.0808054274921,7.477071398466251
2025-12-04,37099.40634006728,36576.978514140916,-522.4278259263665,102.24391974178994,3.0094924922897786,-509.7401872931554,-123.41770456693838,-2.2518248105083014,-530.1563044365223,7.72847851015581
2025-12-05,36651.59685032534,36609.00568101536,-42.591169309976976,549.2425937109228,79.85115045279511,-585.9144172017478,-121.83776237082934,-2.372399957217079,-81.03083536607632,38.43966605609934
2025-12-08,36386.11278456687,36287.352064777726,-98.76071978914115,1397.9580826322222,466.616465576363,-2234.8996991972685,-120.83892528111981,8.70951166208275,-482.45456460772044,383.6938448185793
2025-12-09,34904.901597740514,35483.340201906816,578.438604166302,-849.8946309570509,115.43381585501051,1336.6902202826573,-115.16879236472833,-2.4462333062636503,484.6143795096248,93.82422465667713
2025-12-10,35875.56263624613,35877.88721836856,2.3245821224263636,37.68494230953681,0.2836658500586457,84.7879097204922,-118.75490641237909,-1.0712910107837204,2.9303204569248367,-0.605738334498473
2025-12-11,35977.893328476945,38532.95684404303,2555.0635155660857,2146.7802828422246,934.5573979585746,-461.0781033496686,-119.13255755804877,3.3783423436388964,2504.505362236721,50.55815332936481
2025-12-12,36575.29798595734,38054.15583534997,1478.8578493926325,487.8938592318355,43.27661527995166,1142.1494497342471,-120.93185106465027,-22.249736984855158,1530.1383361965286,-51.28048680389611
2025-12-15,37938.92288586886,38544.79602217442,605.8731363055631,-10.927940984071794,0.02681699584553396,739.0056933067976,-126.07239662578594,6.19783480522221,608.2300074980077,-2.3568711924446006
2025-12-16,38677.98440558257,40982.389540454555,2304.4051348719877,171.5297639585799,7.350267584424112,2288.1695391593166,-128.62683194123878,0.41652259932364327,2338.8392613604055,-34.43412648841786
2025-12-17,41082.98290289496,39167.19530756674,-1915.78759532822,220.49126760155445,18.02414392796189,-2089.326109395705,-137.3266027390691,1.2269065819404659,-1986.9103940233172,71.12279869509712
2025-12-18,39168.91117297231,38632.141031777166,-536.7701411951421,329.3435885677249,27.645332270002786,-783.1398729067021,-130.2469288684246,-7.66828360808571,-564.0661645454848,27.296023350342693
2025-12-19,38573.7128370563,38203.820995285816,-369.89184177048446,-307.9908817073727,21.640600989617365,42.14658802739044,-128.22071505981825,5.9949885654148325,-366.42941918476834,-3.4624225857161264
2025-12-22,38449.67743946695,39935.80090981269,1486.1234703457449,340.02488759669694,26.307226759251588,1282.9054192341032,-127.70518131697878,4.175841559772105,1525.7081938328452,-39.58472348710029
2025-12-23,39934.43065031686,39297.34490298244,-637.0857473344222,-689.7594887034531,131.74306473562808,53.88432005921039,-132.9371161957109,9.72947371341622,-627.3397463909093,-9.746000943512854
2025-12-24,39549.70196846301,38554.959463067906,-994.742505395101,-382.5569330119246,39.987198888424835,-501.4307026170385,-131.40257280262858,-0.12503820366209206,-975.5280477468291,-19.214457648271946
2025-12-25,38805.489623457564,37913.01499807035,-892.4746253872145,-968.2366864795717,237.18963812607936,-30.310968097733937,-128.78676193799328,6.032019964670032,-884.1127584245497,-8.361866962664749
2025-12-26,38195.48605207419,38816.78336952284,621.2973174486469,124.37344663467145,3.886789553898744,623.7431585119454,-126.61739861908036,4.1567152753562695,629.5427113567914,-8.245393908144479
2025-12-29,38899.115663552206,39080.30737270788,181.1917091556752,168.61299305474174,7.833616651363946,135.49478181252414,-129.042792672378,-0.12357250700789585,182.7750263392439,-1.5833171835687097
2025-12-30,39143.44083374816,39754.24377719073,610.8029434425698,-488.42974355024813,67.12335429260739,1115.5439981800212,-129.89744900470012,-6.687635969916694,557.6525239477637,53.1504194948061
2025-12-31,39928.106070932,41034.22048537042,1106.1144144384161,42.966157048117076,0.6545660864279756,1201.6649569153628,-133.037799484972,2.0776732009319745,1114.3255537658677,-8.21113932745152
2026-01-01,41166.63680560352,40591.38916990222,-575.2476357013002,238.93071551594198,25.048670556846474,-727.571105436674,-137.44134197295654,0.0261746023678981,-601.0068867344743,25.75925103317411
2026-01-02,40648.68755243463,41152.66465786814,503.97710543350695,-194.61160224400948,14.380070668054712,808.24733249558,-135.48236777271612,2.737423633291061,495.27085678020023,8.706248653306716
2026-01-05,41299.07757612066,41855.0845709526,556.006994831936,-124.21853170371088,6.696126728239342,804.2997804996045,-137.73073213468837,0.0701111625192417,549.1167545519638,6.890240279972204
2026-01-06,41991.80799150877,41139.69314621349,-852.1148452952839,437.78652190640594,97.77518128453491,-1322.9832235178542,-140.28971725961438,-0.09849323947973218,-927.8097308260074,75.69488553072347
2026-01-07,41089.45243434353,40310.30258457074,-779.1498497727953,392.1574817116914,61.20408546909433,-1157.6166436348824,-137.01787274668106,0.16029439273794172,-841.1126548080399,61.96280503524463
2026-01-08,40253.32074598561,40504.06126329652,250.7405173109073,-592.878358346225,112.15058449676133,824.1404200750724,-133.86234319369518,0.32497163696014025,209.87527466887363,40.86524264203368
2026-01-09,40642.85175324198,41515.66111256018,872.8093593181984,-35.65687965084089,0.4748243007291574,1042.169811126763,-135.39947940282622,0.8522400667518597,872.4405164405771,0.3688428776213186
2026-01-12,41657.75312686052,42105.8443630032,448.09123614267446,-187.09085931204564,15.848546385761576,748.5178998638241,-139.0595787720387,0.4702156882520788,438.6862238537535,9.405012288920943
2026-01-13,42232.6664274657,42090.176920378195,-142.48950708750635,416.5004439687673,90.63706421398372,-541.4130306652419,-141.14083977349,-0.0005131079050958586,-175.416875363886,32.92736827637964
2026-01-14,42106.443602440006,42761.82564364574,655.3820412057321,-178.04703241807468,14.698746269350599,942.950882066857,-140.54536496333856,-0.8448556746043155,638.21237528019,17.169665925542063
2026-01-15,42881.045462589536,43692.462400205906,811.41693761637,737.8341305405766,315.83395088332145,-98.55848896286035,-143.62358270049558,0.6934953774630648,812.1795051380051,-0.7625675216351055
2026-01-16,43578.50422184681,44623.46991743306,1044.965695586252,-156.88365267294483,14.023333298318326,1316.210125179825,-146.0699598336072,-0.03682769058840511,1027.243018281003,17.722677305248908
2026-01-19,44722.731590565585,45353.862603788984,631.1310132233993,363.13697279090627,100.43103649196178,331.98234625004983,-150.3241446087366,-0.16411107152684007,645.0620998526545,-13.931086629255105
2026-01-20,45530.13647291259,44945.57208224606,-584.5643906665355,-375.27756857168606,114.47019732302024,-155.34825573192973,-153.13554234163183,-2.407078462202719,-571.6982477844301,-12.86614288210535
2026-01-21,44862.0511289517,44580.96058440923,-281.09054454247234,253.7773977049638,49.95646350932106,-454.2209979670531,-150.70622707234625,-0.32246735477904903,-301.51583117989355,20.42528663742121
2026-01-22,44739.37757911413,45212.536628408074,473.1590492939431,-331.12273650764774,75.90233820487475,856.6123097389062,-150.1276438871592,-1.5528670009249832,449.711400548049,23.44764874589407
2026-01-23,45178.61796164994,45424.483699653356,245.86573800341284,375.06084640397546,117.10383665679043,-103.32879674406853,-151.7542958004799,-0.6078001764102352,236.47379033980727,9.391947663605578
2026-01-26,45593.11403962769,44013.37319872081,-1579.7408409068812,-237.07933147149924,44.89788641037815,-1202.505540025715,-153.0800024661385,0.7577954705017605,-1547.0091920824727,-32.73164882440847
2026-01-27,44078.66325991031,44553.793847023175,475.1305871128643,-332.93778861411715,68.7673580793786,868.1378191759852,-147.65658700885984,-1.8175281298215757,454.4932735025652,20.63731361029909
2026-01-28,44555.22250343126,45255.26537283181,700.0428694005532,-267.5875624188487,52.43338087383585,1037.0348252239073,-149.32024157724797,0.08958372472772731,672.6499858263743,27.39288357417888
2026-01-29,45243.49107820964,47069.55523673826,1826.0641585286212,-325.1219801230538,99.90230315266886,2123.9632822630983,-151.97170926957304,0.18769827887337065,1746.9595943020138,79.10456422660741
2026-01-30,46862.29843950833,46911.55584101469,49.25740150635829,-147.694977649889,37.750482451058616,314.70235330785397,-158.12015661249546,-0.8738557126474856,45.763845783880626,3.493555722477666
2026-02-02,46854.43241525785,44306.818797517684,-2547.613617740164,560.4655341673244,602.3561060711545,-4077.048129874657,-158.17209173291832,-4.6147325855644805,-3077.0133139546615,529.3996962144975
2026-02-03,43967.87789964499,44281.643185537454,313.765285892463,17.070246721026077,0.18056016238322986,445.66956135775956,-147.01768234245512,0.24974896464593024,316.1524348633597,-2.3871489708967033
2026-02-04,44434.01677110429,43124.78764620892,-1309.2291248953698,-96.07146931083601,6.329279522985155,-1061.459815098773,-148.74982452820453,-0.36532627400517215,-1300.3171556888335,-8.911969206536241
2026-02-05,43258.53562034649,44768.85954239848,1510.32392205199,-50.93671914636209,1.4161772698617872,1696.8039966741312,-144.4493281572539,0.24530054738569332,1503.0794271877628,7.244494864227136
2026-02-06,44904.45063070691,43586.30734903239,-1318.1432816745219,-41.14396508637558,1.3591816345960632,-1125.7983159693138,-150.57599614335402,-0.952707116456764,-1317.1118026809042,-1.0314789936176112
2026-02-09,43725.272982756316,41787.39363906219,-1937.8793436941269,61.27094750210936,2.3246954037160243,-1878.8445780513723,-146.21058866266432,2.139020116746776,-1959.3205036914646,21.441159997337763
2026-02-10,41916.66597138621,41898.9292119369,-17.73675944931165,-468.6345251932962,95.98972989625274,474.2067886121188,-139.8122908990769,-0.5172884994412036,-38.767586083442744,21.030826634131095
2026-02-11,41964.059376089266,42048.435686774654,84.37631068538758,-380.52530850366196,70.87705113419116,516.169410840254,-140.19035812034545,-0.13414591311825733,66.19664943731954,18.179661248068044
2026-02-12,42109.142087843815,42229.278632538175,120.13654469436005,185.56686438873749,19.0575233949196,56.30226100152498,-140.89413320936137,0.0471016446430777,120.07961722046377,0.05692747389628039
2026-02-13,42358.797473994186,41403.09063927275,-955.7068347214372,362.9613883798679,73.64805779989663,-1320.2134475731718,-141.76588176629258,0.14132151768782306,-1025.228561642012,69.52172692057479
2026-02-16,41409.81918832157,42077.382225482106,667.5630371605366,1256.3935369237033,674.328629575101,-1324.6763548950828,-138.2184481733463,1.022135491714602,468.8494989220897,198.71353823844692
2026-02-17,41158.68600585759,42070.99602314265,912.3100172850609,698.4063680348847,156.5210159042355,202.59427071341833,-136.85548791221484,1.9574762649930189,922.6236430053167,-10.3136257202558
2026-02-18,41878.64404320395,38245.98975085435,-3632.6542923496017,130.0403545018536,5.4956306809302715,-3714.7149226815054,-139.23069056152391,-2.3269116667835843,-3720.7365397270287,88.08224737742694
2026-02-19,38270.85000308584,38235.026799768835,-35.82320331700612,-31.88316141701987,0.18402027843379068,121.00684746666825,-126.29616888329758,1.8548503533959007,-35.13361220181952,-0.6895911151866017
2026-02-20,38378.15319631772,37031.05054248663,-1347.1026538310907,-813.7208946278819,121.75817041234636,-498.3957946009217,-126.6577302794871,10.232066574150382,-1306.784182521794,-40.31847130929668
2026-02-23,37496.119011476265,38154.50613009202,658.3871186157558,264.30126513924625,11.850495703184206,522.2771783389844,-123.4741233847851,-4.382797072650783,670.572018723979,-12.184900108223246
2026-02-24,38138.82148003194,38607.27071741571,468.4492373837711,273.65104272077,13.793808112167396,316.08827179180093,-125.78860174340774,-2.033419311839441,475.7111015694911,-7.261864185720015
2026-02-25,38588.97180387221,38036.46122813193,-552.5105757402853,-86.88881083523903,1.4593546118849237,-341.1342974272768,-127.39042982399016,3.6113592170884274,-550.3428242575327,-2.1677514827525783
2026-02-26,38207.95091709182,37994.57846231888,-213.37245477293618,86.15275404508529,1.355065478010349,-166.81794728518074,-125.98459917447549,-9.470569852426632,-214.76529678898723,1.3928420160510484
2026-02-27,38073.49178064409,38404.10135290512,330.6095722610262,1628.8049193491065,479.0975557240201,-1982.5215516156234,-125.62761930019717,-0.4040986663746485,-0.6507945090687575,331.26036677009495
2026-03-02,36846.885050872595,36068.43672699646,-778.4483238761386,-156.08234276895146,3.2271127414134546,-512.6208926387923,-121.08363275905772,13.543287761623972,-773.016467663764,-5.431856212374555
2026-03-03,36290.25780510389,35589.4292388131,-700.8285662907874,76.52466385570614,0.7136822142104283,-690.7792549629464,-119.0194851317759,20.209459291252248,-712.3509347335535,11.522368442766037
2026-03-04,35650.5469301448,37193.99980526397,1543.4528751191683,-796.7665998075836,69.03888427794355,2254.5099227945343,-116.62044317599135,-11.198887918914355,1398.9628761699885,144.48999894917984
2026-03-05,37629.89940355625,38198.11068641581,568.2112828595564,398.0197410916006,24.08286990793037,264.88863614962264,-123.71573754676437,10.692981713965992,573.9684913163553,-5.757208456798935
2026-03-06,38078.09475799922,38215.951387147,137.8566291477764,-9.666105637774827,0.014499222272266424,282.79395570823414,-125.14168118202522,-9.676856450440557,138.3238116602658,-0.46718251248938714
2026-03-09,38347.63050672925,38867.01951227776,519.3890055485099,452.14557715154,33.48186349847119,143.15630092054647,-126.21188539232236,16.161953209043514,518.7338093872787,0.6551961612311743
2026-03-10,38714.919211295855,37384.74600875678,-1330.1732025390738,38.39384242878019,0.23975301468350435,-1260.3300148809733,-127.26215161916873,4.699040208336669,-1344.2595308483415,14.086328309267628
2026-03-11,37481.585421700715,37963.71565498918,482.1302332884661,390.3741679309353,20.567193242974763,199.95171000781122,-122.83901457305515,-0.7838504822457762,487.2702061264204,-5.1399728379543035
2026-03-12,37837.97133021959,38439.759087644576,601.7877574249869,-1895.795824244545,497.30530625192,1849.54438093572,-124.0635320469213,-2.675469587353749,324.31486130882,277.4728961161669
2026-03-13,38880.17047214607,40796.92332093834,1916.7528487922682,1740.2057702665631,561.1429410118785,-295.0757372244212,-127.99711894130198,4.26747126046981,1882.5433263731882,34.20952241908003
2026-03-16,39460.96963053338,38816.083583507345,-644.8860470260333,-821.2032777376864,116.06488528531308,176.4320161091376,-129.76397104202883,11.663396449792147,-646.8069509354725,1.9209039094391755
2026-03-17,39247.721683900425,38220.9564620809,-1026.7652218195217,568.3628723739286,56.61393193329753,-1635.1910178106318,-128.95561030893487,4.923439007072814,-1134.2463848052678,107.4811629857461
2026-03-18,37893.98952639987,38522.91596733962,628.926440939751,-332.1620518768514,15.05359809662754,1037.2330744589349,-124.02646153017011,11.7731322787679,607.8712914273087,21.055149512442313
2026-03-19,38804.5560640474,39548.614465653925,744.0584016065259,178.0753990677175,4.970344009427595,690.2043304917923,-127.15909081406264,8.735750117573582,754.8267328724485,-10.768331265922598
2026-03-20,39586.41526320988,39857.41050250431,270.9952392944324,175.27087952246552,5.2521658626763355,215.45773685020947,-129.80514094943655,7.134512455116939,273.31015374103174,-2.314914446599346
2026-03-23,39895.313433009935,41016.91487638778,1121.6014433778473,1499.7297636518356,391.73233431393345,-776.768511894991,-130.78189686853707,15.094219865830173,999.0059090680712,122.5955343097761
2026-03-24,39873.55147303128,39421.70978197688,-451.8416910543965,-94.54470837951543,1.3339159528782785,-236.49896196032606,-130.29580015007767,10.035760777672582,-449.9697937593683,-1.871897295028191
2026-03-25,39604.98249424875,41246.48062255416,1641.4981283054149,-1795.9755068807017,460.30586627559455,2738.4442172365953,-129.24671170749136,1.5388865298905186,1275.0667514538873,366.4313768515276
